			Temp	Pulses	ElapsedIn	ElapsedOut	LpH		In	Out	Total	
ElapsedIn	222											
ElapsedOut	867											
LpH	60,52											
Temp	0											
Pulses	653											
ElapsedIn	213											
ElapsedOut	867											
LpH	60,37											
Temp	0											
Pulses	654											
ElapsedIn	252											
ElapsedOut	867											
LpH	58,58											
Temp	0											
Pulses	655											
ElapsedIn	269											
ElapsedOut	867											
LpH	56,61											
Temp	0											
Pulses	655											
ElapsedIn	269											
ElapsedOut	888											
LpH	54,63											
Temp	0											
Pulses	656											
ElapsedIn	255											
ElapsedOut	888											
LpH	53,04											
Temp	0											
Pulses	657											
ElapsedIn	280											
ElapsedOut	888											
LpH	51,36											
Temp	0											
Pulses	658											
ElapsedIn	275											
ElapsedOut	888											
LpH	50,35											
Temp	0											
Pulses	659											
ElapsedIn	291											
ElapsedOut	888											
LpH	49,49											
Temp	0											
Pulses	659											
ElapsedIn	291											
ElapsedOut	903											
LpH	47,6											
Temp	0											
Pulses	660											
ElapsedIn	267											
ElapsedOut	903											
LpH	46,27											
Temp	0											
Pulses	661											
ElapsedIn	317											
ElapsedOut	903											
LpH	43,45											
Temp	0											
Pulses	662											
ElapsedIn	301											
ElapsedOut	903											
LpH	42,33											
Temp	0											
Pulses	662											
ElapsedIn	301											
ElapsedOut	916											
LpH	41,72											
Temp	0											
Pulses	663											
ElapsedIn	285											
ElapsedOut	916											
LpH	41,41											
Temp	0											
Pulses	664											
ElapsedIn	328											
ElapsedOut	916											
LpH	39,83											
Temp	0											
Pulses	665											
ElapsedIn	342											
ElapsedOut	916											
LpH	38,68											
Temp	0											
Pulses	665											
ElapsedIn	342											
ElapsedOut	905											
LpH	37,38											
Temp	0											
Pulses	666											
ElapsedIn	309											
ElapsedOut	905											
LpH	37,05											
Temp	0											
Pulses	667											
ElapsedIn	336											
ElapsedOut	905											
LpH	36,18											
Temp	0											
Pulses	667											
ElapsedIn	336											
ElapsedOut	916											
LpH	34,76											
Temp	0											
Pulses	668											
ElapsedIn	319											
ElapsedOut	916											
LpH	34,76											
Temp	0											
Pulses	669											
ElapsedIn	371											
ElapsedOut	916											
LpH	33,6											
Temp	0											
Pulses	670											
ElapsedIn	399											
ElapsedOut	916											
LpH	32,06											
Temp	0											
Pulses	670											
ElapsedIn	399											
ElapsedOut	896											
LpH	30,1											
Temp	0											
Pulses	671											
ElapsedIn	324											
ElapsedOut	896											
LpH	30,12											
Temp	0											
Pulses	672											
ElapsedIn	332											
ElapsedOut	896											
LpH	30,23											
Temp	0											
Pulses	672											
ElapsedIn	332											
ElapsedOut	887											
LpH	30,35											
Temp	0											
Pulses	673											
ElapsedIn	423											
ElapsedOut	887											
LpH	28,65											
Temp	0											
Pulses	674											
ElapsedIn	324											
ElapsedOut	887											
LpH	28,8											
Temp	0											
Pulses	675											
ElapsedIn	362											
ElapsedOut	887											
LpH	28,32											
Temp	0											
Pulses	675											
ElapsedIn	362											
ElapsedOut	886											
LpH	27,53											
Temp	0											
Pulses	676											
ElapsedIn	377											
ElapsedOut	886											
LpH	27,37											
Temp	0											
Pulses	677											
ElapsedIn	366											
ElapsedOut	886											
LpH	27,71											
Temp	0											
Pulses	677											
ElapsedIn	366											
ElapsedOut	919											
LpH	28,2											
Temp	0											
Pulses	678											
ElapsedIn	343											
ElapsedOut	919											
LpH	27,94											
Temp	0											
Pulses	679											
ElapsedIn	381											
ElapsedOut	919											
LpH	27,27											
Temp	0											
Pulses	680											
ElapsedIn	362											
ElapsedOut	919											
LpH	26,88											
Temp	0											
Pulses	680											
ElapsedIn	362											
ElapsedOut	900											
LpH	27,68											
Temp	0											
Pulses	681											
ElapsedIn	423											
ElapsedOut	900											
LpH	26,34											
Temp	0											
Pulses	682											
ElapsedIn	416											
ElapsedOut	900											
LpH	25,7											
Temp	0											
Pulses	682											
ElapsedIn	416											
ElapsedOut	916											
LpH	25,1											
Temp	0											
Pulses	683											
ElapsedIn	353											
ElapsedOut	916											
LpH	25,53											
Temp	0											
Pulses	684											
ElapsedIn	380											
ElapsedOut	916											
LpH	25,42											
Temp	0											
Pulses	684											
ElapsedIn	380											
ElapsedOut	914											
LpH	25,22											
Temp	0											
Pulses	685											
ElapsedIn	417											
ElapsedOut	914											
LpH	24,22											
Temp	0											
Pulses	686											
ElapsedIn	422											
ElapsedOut	914											
LpH	23,73											
Temp	0											
Pulses	686											
ElapsedIn	422											
ElapsedOut	900											
LpH	22,93											
Temp	0											
Pulses	687											
ElapsedIn	433											
ElapsedOut	900											
LpH	22,07											
Temp	0											
Pulses	688											
ElapsedIn	423											
ElapsedOut	900											
LpH	22,07											
Temp	0											
Pulses	689											
ElapsedIn	448											
ElapsedOut	900											
LpH	21,75											
Temp	0											
Pulses	689											
ElapsedIn	448											
ElapsedOut	928											
LpH	21,45											
Temp	0											
Pulses	690											
ElapsedIn	452											
ElapsedOut	928											
LpH	20,31											
Temp	0											
Pulses	691											
ElapsedIn	440											
ElapsedOut	928											
LpH	19,66											
Temp	0											
Pulses	691											
ElapsedIn	440											
ElapsedOut	906											
LpH	18,96											
Temp	0											
Pulses	692											
ElapsedIn	434											
ElapsedOut	906											
LpH	18,76											
Temp	0											
Pulses	693											
ElapsedIn	454											
ElapsedOut	906											
LpH	18,42											
Temp	0											
Pulses	693											
ElapsedIn	454											
ElapsedOut	900											
LpH	18,11											
Temp	0											
Pulses	694											
ElapsedIn	446											
ElapsedOut	900											
LpH	17,98											
Temp	0											
Pulses	695											
ElapsedIn	430											
ElapsedOut	900											
LpH	17,91											
Temp	0											
Pulses	695											
ElapsedIn	430											
ElapsedOut	906											
LpH	18,1											
Temp	0											
Pulses	696											
ElapsedIn	441											
ElapsedOut	906											
LpH	18,11											
Temp	0											
Pulses	697											
ElapsedIn	454											
ElapsedOut	906											
LpH	18,03											
Temp	0											
Pulses	697											
ElapsedIn	454											
ElapsedOut	918											
LpH	17,87											
Temp	0											
Pulses	698											
ElapsedIn	457											
ElapsedOut	918											
LpH	17,74											
Temp	0											
Pulses	699											
ElapsedIn	451											
ElapsedOut	918											
LpH	17,61											
Temp	0											
Pulses	699											
ElapsedIn	451											
ElapsedOut	890											
LpH	17,59											
Temp	0											
Pulses	700											
ElapsedIn	453											
ElapsedOut	890											
LpH	17,58											
Temp	0											
Pulses	701											
ElapsedIn	450											
ElapsedOut	890											
LpH	17,51											
Temp	0											
Pulses	701											
ElapsedIn	450											
ElapsedOut	901											
LpH	17,32											
Temp	0											
Pulses	702											
ElapsedIn	473											
ElapsedOut	901											
LpH	16,9											
Temp	0											
Pulses	703											
ElapsedIn	478											
ElapsedOut	901											
LpH	16,56											
Temp	0											
Pulses	703											
ElapsedIn	478											
ElapsedOut	897											
LpH	16,32											
Temp	0											
Pulses	704											
ElapsedIn	480											
ElapsedOut	897											
LpH	16,04											
Temp	0											
Pulses	705											
ElapsedIn	438											
ElapsedOut	897											
LpH	16,16											
Temp	0											
Pulses	705											
ElapsedIn	438											
ElapsedOut	885											
LpH	16,19											
Temp	0											
Pulses	706											
ElapsedIn	456											
ElapsedOut	885											
LpH	16,13											
Temp	0											
Pulses	706											
ElapsedIn	456											
ElapsedOut	892											
LpH	16,11											
Temp	0											
Pulses	707											
ElapsedIn	466											
ElapsedOut	892											
LpH	15,97											
Temp	0											
Pulses	708											
ElapsedIn	470											
ElapsedOut	892											
LpH	15,77											
Temp	0											
Pulses	708											
ElapsedIn	470											
ElapsedOut	852											
LpH	15,65											
Temp	0											
Pulses	709											
ElapsedIn	445											
ElapsedOut	852											
LpH	15,8											
Temp	0											
Pulses	710											
ElapsedIn	469											
ElapsedOut	852											
LpH	15,74											
Temp	0											
Pulses	710											
ElapsedIn	469											
ElapsedOut	898											
LpH	15,84											
Temp	0											
Pulses	711											
ElapsedIn	461											
ElapsedOut	898											
LpH	15,63											
Temp	0											
Pulses	712											
ElapsedIn	448											
ElapsedOut	898											
LpH	15,57											
Temp	0											
Pulses	712											
ElapsedIn	448											
ElapsedOut	888											
LpH	15,65											
Temp	0											
Pulses	713											
ElapsedIn	466											
ElapsedOut	888											
LpH	15,55											
Temp	0											
Pulses	714											
ElapsedIn	461											
ElapsedOut	888											
LpH	15,58											
Temp	0											
Pulses	714											
ElapsedIn	461											
ElapsedOut	877											
LpH	15,62											
Temp	0											
Pulses	715											
ElapsedIn	440											
ElapsedOut	877											
LpH	15,97											
Temp	0											
Pulses	716											
ElapsedIn	471											
ElapsedOut	877											
LpH	15,81											
Temp	0											
Pulses	716											
ElapsedIn	471											
ElapsedOut	889											
LpH	15,9											
Temp	0											
Pulses	717											
ElapsedIn	462											
ElapsedOut	889											
LpH	15,94											
Temp	0											
Pulses	718											
ElapsedIn	470											
ElapsedOut	889											
LpH	15,83											
Temp	0											
Pulses	718											
ElapsedIn	470											
ElapsedOut	902											
LpH	15,65											
Temp	0											
Pulses	719											
ElapsedIn	467											
ElapsedOut	902											
LpH	15,51											
Temp	0											
Pulses	720											
ElapsedIn	465											
ElapsedOut	902											
LpH	15,56											
Temp	0											
Pulses	720											
ElapsedIn	465											
ElapsedOut	906											
LpH	15,58											
Temp	0											
Pulses	721											
